Date,Publisher,Link_to_Creative,Spend_USD
2024-01,audacy.com,https://s3.amazonaws.com/YM_Ads/Zfg2ILItTUFwTh2hI8nIMw.png,100.7764
2024-01,audacy.com,https://s3.amazonaws.com/YM_Ads/-PraGq6OMu9sHf6amT-XrQ.png,87.7276
2024-01,audacy.com,https://s3.amazonaws.com/YM_Ads/bJw0F9FOP3urslAdKMf89A.png,56.3084
2024-01,audiomack.com,https://s3.amazonaws.com/YM_Ads/e2bAmrJinH3NXcFrWJt0mQ.png,10.0495
2024-01,austin.com,https://s3.amazonaws.com/YM_Ads/ZnGDiBKbnkwGJ7DGHD787Q.jpg,0.7126
2024-01,autoevolution.com,https://s3.amazonaws.com/YM_Ads/UuLmQvVmubV1jonXebFaHQ.png,1910.583
2024-01,autoguide.com,https://s3.amazonaws.com/YM_Ads/w4-sZrknDcf27h-np4yYiA.png,624.5309
2024-01,autoguide.com,https://s3.amazonaws.com/YM_Ads/Bydo-wRiGs2d31zCO8FuDw.gif,7.041
2024-01,autoguide.com,https://s3.amazonaws.com/YM_Ads/uIWdU5GFBmU6GLv9UxObNw.gif,4.2077
2024-01,automotiveforums.com,https://s3.amazonaws.com/YM_Ads/e2bAmrJinH3NXcFrWJt0mQ.png,110.9218
2024-01,autos.yahoo.com,https://s3.amazonaws.com/YM_Ads/8fjjJvBv2hFeBJBbkMy84A.png,39.0181
2024-01,autos.yahoo.com,https://s3.amazonaws.com/YM_Ads/m4AIB4Dba34LRCkUaNLteQ.png,4.5786
2024-01,autos.yahoo.com,https://s3.amazonaws.com/YM_Ads/vxDdyOGL9DKW5ih1cEilaw.png,4.3779
2024-01,autotrader.com (Cox Enterprises),https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,20269.1354
2024-01,autotrader.com (Cox Enterprises),https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,20068.774
2024-01,autotrader.com (Cox Enterprises),https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,19150.1895
2024-01,autoweek.com,https://s3.amazonaws.com/YM_Ads/g7kafltZ7bvJpmCMsC-beg.png,518.0446
2024-01,autowise.com,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,1.3068
2024-01,autowise.com,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,0.5447
2024-01,avclub.com,https://s3.amazonaws.com/YM_Ads/6YqOWKkuaVGuoQOa1gIJXw.png,43.8319
2024-01,aviewfrommyseat.com,https://s3.amazonaws.com/YM_Ads/tAP5gcbgxIAyT3HFT112pA.png,2412.8848
2024-01,aviewfrommyseat.com,https://s3.amazonaws.com/YM_Ads/2skEluAEzCnxUIl7OvHLjw.png,370.3871
2024-01,aviewfrommyseat.com,https://s3.amazonaws.com/YM_Ads/WxMDnKCY0yH57h69AMRWxw.png,272.52610000000004
2024-01,avocadoposts.com,https://s3.amazonaws.com/YM_Ads/w4-sZrknDcf27h-np4yYiA.png,5640.5253999999995
