Date,Category_Level_8,Link_to_Creative,Spend_USD
2024-06,Car Buying Services,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,77565.9148
2024-06,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-6105673657324680194.png,10830.4759
2024-06,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/8517686908655259433.png,8970.6844
2024-06,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/1770405158471756804.png,8820.3707
2024-06,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-1546008475454073983.png,85993.062
2024-06,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-9118780405985589052.png,58916.4602
2024-06,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-5378141962883104339.png,57931.2914
2024-06,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/0575b1698f987168/media,335762.71379999997
2024-06,Checking Accounts,https://s3.amazonaws.com/YM_Ads/-3013142733376179420.png,159090.8739
2024-06,Checking Accounts,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,114760.1621
2024-06,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/e539913b0b10f77f/media,1665978.7497
2024-06,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/7af911665027a685/media,1665557.9893
2024-06,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/d908eff5151575e4/media,1103880.0971000001
2024-06,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,1071870.6148
2024-06,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/c4265825662a3b27/media,826385.8536
2024-06,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,814548.105
2024-06,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,54149.407400000004
2024-06,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,33293.4199
2024-06,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/jL7_gmORk2Ual0j_YZoBDA.webm,20797.256699999998
2024-06,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,311606.1375
2024-06,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,76774.4129
2024-06,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/FX6ILPQdFiUsuvm6qUq0Zw.png,74335.3161
2024-06,Credit Cards,https://s3.amazonaws.com/YM_Ads/2189284682074720470.png,16315.2898
2024-06,Credit Cards,https://s3.amazonaws.com/YM_Ads/8670013221356265806.png,3043.3662
2024-06,Credit Cards,https://s3.amazonaws.com/YM_Ads/1081595139430841121.png,548.9409
2024-06,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/4926920562132643125.png,42983.0853
2024-06,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/4626649715272744012.png,37024.0184
2024-06,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/4395743060861814552.png,31094.0001
2024-06,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/271b0288492f0936/media,16865.7835
2024-06,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/b3b58ee6e1446a71/media,13940.3911
2024-06,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/d400f9764fd106ea/media,13538.6456
2024-06,Financial Services,https://s3.amazonaws.com/YM_Ads/1741505979081916080.png,84329.9748
2024-06,Financial Services,https://s3.amazonaws.com/YM_Ads/-7154987572903099148.png,70897.2328
2024-06,Financial Services,https://x-ad-assets.s3.amazonaws.com/media_asset/cf4ffef33bfbd18b/media,61111.2771
2024-06,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-9147211259769290841.png,584842.3194
2024-06,Savings Accounts,https://s3.amazonaws.com/YM_Ads/5668199909030255861.png,315299.1604
2024-06,Savings Accounts,https://s3.amazonaws.com/YM_Ads/5509077119537351036.png,53861.0201
2024-07,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/f4b92465c50feaac/media,102409.1511
2024-07,All Categories,https://s3.amazonaws.com/YM_Ads/3pcmtAds2k-K39WCqtAQsw.png,320.3169
2024-07,Business Banking,https://s3.amazonaws.com/YM_Ads/fYTLHJaWfn2EeBuUqyaNBA.png,21934.3754
2024-07,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,16607.1109
2024-07,Business Banking,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,3616.5319
2024-07,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,18442.4601
2024-07,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/OzVhBa9GdBMy198S5d9zCQ.png,12922.0097
2024-07,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,7837.6288
2024-07,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,640379.5488
2024-07,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/22388a0f8154ab1c/media,293565.2191
2024-07,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/6051c83b9d18794a/media,226227.8575
2024-07,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-GjqgrsLwTowigFb01KY6A.mp4,420.1729
2024-07,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/aNCXE_NOBYm1fLPbWLttxg.png,259.6183
2024-07,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/8kzbhybUIrq8qae8PfRQWw.png,13267.1149
2024-07,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/GWg7Jx-WauB9LN9gjB6ngg.png,12004.2282
2024-07,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,9763.6346
2024-07,Car Buying Services,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,72131.9333
2024-07,Car Buying Services,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,48205.523199999996
2024-07,Car Buying Services,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,48140.8876
2024-07,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-6105673657324680194.png,9284.9267
2024-07,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/1770405158471756804.png,7311.5662
2024-07,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-7718067767485721391.png,7217.462500000001
2024-07,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/3756304625482037198.png,204593.7249
2024-07,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/5768309717890557925.png,156690.9192
2024-07,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/7796266784500608025.png,77423.1946
2024-07,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/1a53867317c95c7f/media,215150.5174
2024-07,Checking Accounts,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,92483.2559
2024-07,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/ce7d309de19bc126/media,91879.03689999999
2024-07,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/e539913b0b10f77f/media,1815412.4669
2024-07,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/7af911665027a685/media,1618605.0955
2024-07,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/916daa3825717d1a/media,337825.2806
2024-07,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,971238.9089
2024-07,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/664eb6726159d0c8/media,726839.7615
2024-07,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,711927.4893
2024-07,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,46696.8403
2024-07,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/jL7_gmORk2Ual0j_YZoBDA.webm,36641.5418
2024-07,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,29404.5818
2024-07,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,346309.52760000003
2024-07,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ONd7dOtajpOAFvPwrSHpPg.png,85720.2002
2024-07,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/FX6ILPQdFiUsuvm6qUq0Zw.png,79109.5808
2024-07,Credit Cards,https://s3.amazonaws.com/YM_Ads/2189284682074720470.png,54250.681899999996
2024-07,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/136a51287de281da/media,985.8162
2024-07,Credit Cards,https://s3.amazonaws.com/YM_Ads/-5328450710150635353.png,541.8284
2024-07,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/7587966287898122190.png,14954.692500000001
2024-07,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/4395743060861814552.png,5809.3855
2024-07,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/bf51c127c177821d/media,2695.8582
2024-07,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/b3b58ee6e1446a71/media,105333.8473
2024-07,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/271b0288492f0936/media,77843.48
2024-07,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/9505f4cb25689192/media,63538.1621
2024-07,Financial Services,https://s3.amazonaws.com/YM_Ads/-7154987572903099148.png,147903.0465
2024-07,Financial Services,https://s3.amazonaws.com/YM_Ads/6377332822816964517.png,41806.4528
2024-07,Financial Services,https://x-ad-assets.s3.amazonaws.com/media_asset/cf4ffef33bfbd18b/media,41113.2112
2024-07,Savings Accounts,https://s3.amazonaws.com/YM_Ads/5668199909030255861.png,441302.3925
2024-07,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-9147211259769290841.png,440849.4596
2024-07,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-5155846353666472399.png,218866.4256
2024-08,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/f4b92465c50feaac/media,69584.9978
2024-08,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,60829.9152
2024-08,Business Banking,https://s3.amazonaws.com/YM_Ads/fYTLHJaWfn2EeBuUqyaNBA.png,57414.7136
2024-08,Business Banking,https://s3.amazonaws.com/YM_Ads/ildY938EFLAZm0584lw1ig.png,33411.0671
2024-08,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,50112.611
2024-08,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,34729.3642
2024-08,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/9gPT7RBoB-sMFyevkwGp9w.png,25725.2349
2024-08,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,594905.5634
2024-08,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,469280.6279
2024-08,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/22388a0f8154ab1c/media,451157.3433
2024-08,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-3S6X9HtHWC8JjjkPYg3Kg.png,942.8431
2024-08,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,62456.0416
2024-08,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/8kzbhybUIrq8qae8PfRQWw.png,50595.1519
2024-08,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/GWg7Jx-WauB9LN9gjB6ngg.png,35129.936200000004
2024-08,Car Buying Services,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,65675.6633
2024-08,Car Buying Services,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,50269.7057
2024-08,Car Buying Services,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,47554.9019
2024-08,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-7718067767485721391.png,7712.4372
2024-08,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/3003015262904477278.png,4997.4192
2024-08,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-3773592960827380259.png,4967.3346
2024-08,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/5768309717890557925.png,195647.7578
2024-08,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-6379784169167074708.png,55636.2798
2024-08,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/3756304625482037198.png,43447.913100000005
2024-08,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,3517087.58
2024-08,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/0575b1698f987168/media,203797.7787
2024-08,Checking Accounts,https://s3.amazonaws.com/YM_Ads/3240547725944893142.png,147952.3952
2024-08,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/cb54fa8c1b41f59b/media,377890.8187
2024-08,Consumer Banking,https://s3.amazonaws.com/YM_Ads/7rwJpLNpgfUBh5Kf5KLkhg.mp4,133954.4346
2024-08,Consumer Banking,https://s3.amazonaws.com/YM_Ads/8535314480578865806.png,118406.7444
2024-08,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/440c3b96b82044b0/media,932594.2477
2024-08,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,809967.6576
2024-08,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,809748.5304
2024-08,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/7919245615486085121.png,59788.7066
2024-08,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,35490.2317
2024-08,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,32409.576
2024-08,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,204942.9044
2024-08,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ta4Oj9x0P6ZMOWdC-4t_MQ.png,57300.1176
2024-08,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,46627.4219
2024-08,Credit Cards,https://s3.amazonaws.com/YM_Ads/9061301210183800756.png,21628.5631
2024-08,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cecd048cc703b820/media,1451.5822
2024-08,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/5fccb0260ac367e9/media,1087.3632
2024-08,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/7874036022151363919.png,8830.917300000001
2024-08,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/7587966287898122190.png,8464.1531
2024-08,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/51974795035720574.png,6612.2063
2024-08,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/0e2b1491eaa6d178/media,72714.8752
2024-08,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/682c18a657896c18/media,43804.92
2024-08,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/b3b58ee6e1446a71/media,25158.6669
2024-08,Financial Services,https://s3.amazonaws.com/YM_Ads/-7154987572903099148.png,112392.6559
2024-08,Financial Services,https://s3.amazonaws.com/YM_Ads/5281716720818245751.png,92565.578
2024-08,Financial Services,https://s3.amazonaws.com/YM_Ads/1741505979081916080.png,88365.7073
2024-08,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-5155846353666472399.png,465898.2568
2024-08,Savings Accounts,https://s3.amazonaws.com/YM_Ads/5668199909030255861.png,344000.6245
2024-08,Savings Accounts,https://s3.amazonaws.com/YM_Ads/2926741121376111280.png,71274.2892
2024-09,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/f4b92465c50feaac/media,26348.4595
2024-09,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,44757.1466
2024-09,Business Banking,https://s3.amazonaws.com/YM_Ads/C4rYMEuUP6YQs5S8jdzhVQ.png,17160.1907
2024-09,Business Banking,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,12122.2341
2024-09,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,51064.6243
2024-09,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,40935.7713
2024-09,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/9gPT7RBoB-sMFyevkwGp9w.png,18169.1882
2024-09,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,620485.1619
2024-09,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/22388a0f8154ab1c/media,478308.1935
2024-09,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,447271.4189
2024-09,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-3S6X9HtHWC8JjjkPYg3Kg.png,1974.7015
2024-09,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-GjqgrsLwTowigFb01KY6A.mp4,372.439
2024-09,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,53512.2569
2024-09,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/7QJaYosuEkmEDN8e7ADAxA.png,17973.1863
2024-09,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/2C-_IMzjFUpcfzrZcgmdDA.png,10547.5148
2024-09,Car Buying Services,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,45817.5348
2024-09,Car Buying Services,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,43755.053
2024-09,Car Buying Services,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,41751.7518
2024-09,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/7859437089996203037.png,32599.9098
2024-09,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/1970214825631649523.png,25000.2648
2024-09,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-659167899280504988.png,7997.9012
2024-09,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-8216113736852200858.png,90987.1602
2024-09,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/5862201378219076315.png,53504.6514
2024-09,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/2158790143525246072.png,42700.1049
2024-09,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,2599953.3388
2024-09,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/619f8468a80e4f35/media,767370.1772
2024-09,Checking Accounts,https://s3.amazonaws.com/YM_Ads/2727895697295517437.png,657824.101
2024-09,Consumer Banking,https://s3.amazonaws.com/YM_Ads/-7707496996365445141.png,187811.48249999998
2024-09,Consumer Banking,https://s3.amazonaws.com/YM_Ads/-8642932949364828267.png,130794.818
2024-09,Consumer Banking,https://s3.amazonaws.com/YM_Ads/P33fRqBRbnlnn3yL9jMZLA.mp4,109327.3662
2024-09,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,1077766.6019
2024-09,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,1012703.2463
2024-09,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/664eb6726159d0c8/media,592486.4042
2024-09,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,47947.7298
2024-09,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/7919245615486085121.png,38849.8677
2024-09,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,34013.4223
2024-09,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/UI5BnN6laEyRRUBz2uGNKA.png,71677.5081
2024-09,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/-1fcGiWlhK9xtexURsW7Yg.png,69068.9966
2024-09,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,59744.8107
2024-09,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cecd048cc703b820/media,22315.2658
2024-09,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/ef48c83a6c1909b5/media,7728.4096
2024-09,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/6b8ac555db93b80e/media,310.4053
2024-09,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/o6Cum0kKSUb3OV3tJJaqvQ.png,1084.6268
2024-09,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/e78857fedef1eec5/media,421.3455
2024-09,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/bf51c127c177821d/media,179.85559999999998
2024-09,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/0e2b1491eaa6d178/media,102945.3537
2024-09,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/682c18a657896c18/media,60344.9197
2024-09,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/3c212b83b1311e52/media,10261.5516
2024-09,Financial Services,https://s3.amazonaws.com/YM_Ads/1741505979081916080.png,114693.0399
2024-09,Financial Services,https://s3.amazonaws.com/YM_Ads/5281716720818245751.png,90271.069
2024-09,Financial Services,https://x-ad-assets.s3.amazonaws.com/media_asset/cf4ffef33bfbd18b/media,74697.9857
2024-09,Savings Accounts,https://s3.amazonaws.com/YM_Ads/2926741121376111280.png,331682.939
2024-09,Savings Accounts,https://s3.amazonaws.com/YM_Ads/5668199909030255861.png,190658.3847
2024-09,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-6427751036930311407.png,22483.5274
2024-10,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/4e7f0a40bbfe7038/media,8116.462
2024-10,Business Banking,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,78454.7167
2024-10,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,72901.5523
2024-10,Business Banking,https://s3.amazonaws.com/YM_Ads/1pk-2IMUYpKRQTU_Tz5SaA.png,38842.7691
2024-10,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,39298.836
2024-10,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/9gPT7RBoB-sMFyevkwGp9w.png,29018.0429
2024-10,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,21804.1252
2024-10,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,734793.2713
2024-10,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,717039.917
2024-10,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,546418.1893
2024-10,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-3S6X9HtHWC8JjjkPYg3Kg.png,2298.8046
2024-10,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/PER5fM-m2bqBMhAX-b_slQ.mp4,596.9728
2024-10,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-GjqgrsLwTowigFb01KY6A.mp4,347.2047
2024-10,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/7QJaYosuEkmEDN8e7ADAxA.png,40464.968
2024-10,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,26296.0656
2024-10,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/VATZrfR3Uuzk4T_UvWI7lg.png,6762.9321
2024-10,Car Buying Services,https://s3.amazonaws.com/YM_Ads/oPThfY2AtaNbKU88m-Ns6A.png,128310.25
2024-10,Car Buying Services,https://s3.amazonaws.com/YM_Ads/rmwUkzZ2fCsBoDLX6bTJKg.png,117355.5273
2024-10,Car Buying Services,https://s3.amazonaws.com/YM_Ads/A_apNdT6GQSujHmMb4y4_A.png,48038.6397
2024-10,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-2254912833597072302.png,175819.9291
2024-10,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/2343962102055321901.png,94982.23270000001
2024-10,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-3831681113429126388.png,67901.6215
2024-10,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-8216113736852200858.png,154858.5499
2024-10,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/5862201378219076315.png,79537.3608
2024-10,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-3789081946498505929.png,74337.0773
2024-10,Checking Accounts,https://s3.amazonaws.com/YM_Ads/2727895697295517437.png,699965.7918
2024-10,Checking Accounts,https://s3.amazonaws.com/YM_Ads/-6746662757719933556.png,570619.6278
2024-10,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,538441.6974
2024-10,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/08465d4193000497/media,970106.8839
2024-10,Consumer Banking,https://s3.amazonaws.com/YM_Ads/9NgrMABP-PJ6UKhE--bSkg.mp4,785270.1987
2024-10,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/e938d6fa265013ee/media,403707.1633
2024-10,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/1e2c65c6417f12dd/media,518879.7007
2024-10,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,506479.8261
2024-10,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/59225e228beef78f/media,497027.254
2024-10,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,50443.6909
2024-10,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,34704.7034
